estudiante_id,genero,nse,region,capacidad_score,capacidad_nivel,rama_real,opcion_real,opcion_numero,motivacion_principal,presion_familiar,consistencia,fase1_p01,fase1_p02,fase1_p03,fase1_p04,fase1_p05,fase1_p06,fase1_p07,fase1_p08,fase1_p09,fase1_p10,fase1_p11,fase1_p12,fase1_p13,fase1_p14,fase1_p15,fase1_p16,fase1_p17,fase1_p18,fase1_p19,fase1_p20,fase1_p21,fase1_p22,fase1_p23,fase1_p24,fase1_p25,fase1_p26,fase1_p27,fase1_p28,fase1_p29,fase1_p30,fase1_p31,fase1_p32,fase1_p33,fase1_p34,fase1_p35,fase1_p36,fase1_p37,fase1_p38,fase1_p39,fase1_p40,fase1_p41,fase1_p42,fase1_p43,fase1_p44,fase1_p45,fase1_p46,fase1_p47,fase1_p48,fase1_p49,fase1_p50,fase1_p51,fase1_p52,fase1_p53,fase1_p54,fase1_p55,fase1_p56,fase1_p57,fase1_p58,fase1_p59,fase1_p60,fase1_p61,fase1_p62,fase1_p63,fase1_p64,fase1_p65,fase1_p66,fase1_p67,fase1_p68,fase1_p69,fase1_p70,fase1_p71,fase1_p72,fase1_p73,fase1_p74,fase1_p75,fase1_p76,fase1_p77,fase1_p78,fase1_p79,fase1_p80,fase2_p01,fase2_p02,fase2_p03,fase2_p04,fase2_p05,fase2_p06,fase2_p07,fase2_p08,fase2_p09,fase2_p10,fase2_p11,fase2_p12,fase2_p13,fase2_p14,fase2_p15,fase2_p16,fase2_p17,fase2_p18,fase2_p19,fase2_p20,fase2_p21,fase2_p22,fase2_p23,fase2_p24,fase2_p25,fase2_p26,fase2_p27,fase2_p28,fase2_p29,fase2_p30,fase2_p31,fase2_p32,fase2_p33,fase2_p34,fase2_p35,fase2_p36,fase2_p37,fase2_p38,fase2_p39,fase2_p40,fase2_p41,fase2_p42,fase2_p43,fase2_p44,fase2_p45,fase2_p46,fase2_p47,fase2_p48,fase2_p49,fase2_p50,fase2_p51,fase2_p52,fase2_p53,fase2_p54,fase2_p55,fase2_p56,fase2_p57,fase2_p58,fase2_p59,fase2_p60,fase2_p61,fase2_p62,fase2_p63,fase2_p64,fase2_p65,fase2_p66,fase2_p67,fase2_p68,fase2_p69,fase2_p70,fase2_p71,fase2_p72,fase2_p73,fase2_p74,fase2_p75,fase2_p76,fase2_p77,fase2_p78,fase2_p79,fase2_p80
32,F,medio,pacifico,1.2,media,Ingenieria,ARQ,10,crecimiento_profesional,0.517,0.843,A,A,B,B,C,B,B,C,B,D,B,A,C,C,B,D,B,B,B,B,A,B,B,C,D,B,B,C,B,E,C,C,B,B,D,B,B,C,B,A,E,B,D,D,C,B,C,E,B,B,C,B,D,D,A,B,D,C,B,B,B,B,C,D,B,E,C,B,A,B,C,C,B,B,D,A,B,C,B,C,C,B,A,C,D,D,E,E,E,E,E,D,E,E,D,B,C,B,E,E,D,A,E,D,E,C,E,B,D,B,A,A,C,D,E,A,A,C,E,E,C,E,E,B,E,E,E,D,A,E,D,B,E,A,A,D,C,E,B,D,C,C,C,E,D,E,C,C,E,B,C,D,D,B,A,E,E,D,E,A
33,M,medio,norte,0.597,media_baja,Ingenieria,ELEC,7,balance_vida_trabajo,0.513,0.948,E,D,B,A,C,B,A,B,C,D,A,A,C,D,B,C,B,B,A,B,D,B,B,C,B,B,B,C,C,B,A,B,A,B,B,B,B,C,D,A,B,B,E,C,C,E,C,E,B,B,C,B,A,B,B,B,B,C,B,D,B,D,C,E,B,D,C,B,B,B,B,C,B,B,C,A,B,C,B,C,B,C,B,B,B,B,B,B,D,B,E,C,A,B,B,B,B,E,D,B,B,B,B,D,D,B,C,E,B,B,D,B,B,C,B,E,B,B,B,B,C,B,B,B,B,B,E,D,B,B,E,B,B,D,A,B,B,B,B,B,A,B,B,D,B,B,E,B,B,B,D,B,B,B,B,B,A,B,D,B
34,F,medio,sur,0.388,media_baja,Oficios_Tecnicos,CHEF,19,crecimiento_profesional,0.539,0.933,E,E,D,A,E,B,B,D,B,C,C,E,C,D,C,B,B,E,C,D,A,B,D,C,D,C,D,C,B,B,B,C,B,E,D,B,E,C,E,A,D,B,E,C,C,E,C,D,A,B,C,A,C,B,E,B,B,C,E,B,B,C,C,E,C,D,C,C,D,B,D,C,B,B,C,A,A,D,C,C,D,A,D,E,C,D,D,B,D,D,D,C,D,B,D,D,A,D,D,D,D,D,D,D,D,D,D,D,A,E,B,D,D,B,E,D,A,C,D,B,B,D,E,E,D,B,C,D,D,D,E,D,D,D,B,D,E,A,D,D,D,D,C,B,D,D,C,E,D,D,B,D,D,D,D,B,D,D,D,D
35,M,medio,sur,1.006,media,Oficios_Tecnicos,TEC_ENF,16,crecimiento_profesional,0.308,0.77,D,D,B,C,C,B,B,D,D,A,D,A,C,D,B,A,B,B,B,B,A,B,B,C,D,B,A,C,B,E,B,D,B,C,C,B,B,C,D,A,D,B,D,B,C,E,C,D,B,D,C,A,B,D,D,B,D,C,D,C,B,C,C,D,A,C,C,B,B,B,D,C,D,B,A,A,A,C,D,C,B,A,B,D,D,D,A,D,A,B,D,C,A,A,B,A,A,A,A,C,C,E,E,A,A,B,A,D,A,A,A,A,A,A,A,D,A,A,A,A,A,C,A,B,B,A,A,B,C,E,A,C,C,A,A,D,C,C,B,B,A,A,E,D,A,A,A,A,A,A,A,B,D,A,C,A,A,B,A,A
36,F,medio,norte,0.117,baja,Ingenieria,SW,6,balance_vida_trabajo,0.563,0.711,C,E,D,E,C,C,C,D,A,D,A,B,E,D,D,D,A,D,D,B,C,D,B,B,B,B,B,B,E,B,D,B,D,D,C,D,B,D,C,D,B,E,B,C,B,B,A,B,C,B,B,D,E,E,A,A,E,D,B,E,E,B,A,E,D,B,C,D,D,D,B,A,A,E,C,A,B,C,B,B,A,D,A,E,D,A,A,B,A,E,D,E,D,D,C,A,E,A,C,E,C,B,C,A,A,A,A,A,B,C,A,A,A,A,B,D,A,A,E,A,A,E,D,B,C,A,C,E,B,C,A,A,A,A,C,A,D,E,A,B,A,A,A,C,A,B,A,B,A,A,E,E,E,A,A,A,D,C,C,A
37,M,medio,pacifico,0.852,media,Salud,MED,1,estabilidad_economica,0.522,0.717,C,D,A,C,B,B,B,D,D,C,A,E,C,B,B,E,B,D,D,B,D,B,B,C,D,B,D,C,C,A,A,E,B,B,B,B,D,C,A,A,A,C,E,B,C,A,C,A,B,D,C,E,B,B,D,B,A,C,A,B,B,C,C,E,B,D,C,B,A,B,D,C,A,B,D,A,A,C,C,C,C,B,B,E,C,D,A,A,C,D,C,A,E,A,A,C,D,A,A,E,A,A,A,A,D,B,A,A,B,C,A,B,A,E,A,C,A,D,A,A,C,C,A,B,A,A,A,C,B,B,D,A,A,A,D,A,A,A,C,A,C,B,A,D,B,A,A,A,C,E,A,A,B,B,A,A,A,A,A,A
38,M,medio,norte,0.4,media,Oficios_Tecnicos,TEC_ENF,16,estabilidad_economica,0.33,0.71,A,D,E,C,A,B,B,A,B,E,C,D,C,D,B,C,B,B,A,E,A,B,B,C,A,B,D,C,B,D,C,D,B,D,B,B,D,C,D,A,E,B,D,D,C,D,C,B,B,D,C,D,A,B,C,B,B,C,C,B,B,C,C,D,B,B,C,C,E,B,D,C,B,B,C,A,D,C,B,C,A,A,E,B,A,A,D,A,A,D,A,A,A,A,D,A,A,C,C,A,A,A,A,D,A,C,C,B,C,A,B,D,B,B,C,A,D,A,A,C,C,A,A,A,E,A,A,A,E,A,D,B,B,D,A,A,D,A,C,B,A,E,A,A,D,C,A,A,D,A,E,A,B,C,A,A,A,A,D,A
39,F,bajo,norte,0.294,media_baja,Oficios_Tecnicos,CHEF,19,estabilidad_economica,0.484,0.863,B,E,D,C,C,B,B,D,C,A,B,E,C,D,C,B,B,C,B,C,D,B,D,C,D,B,D,C,C,A,A,E,B,D,C,B,E,C,E,A,B,B,B,C,C,B,C,D,A,E,C,D,B,B,E,B,D,C,B,D,B,A,C,E,A,D,C,B,A,B,D,C,D,B,E,A,B,B,A,C,B,D,D,B,D,D,B,D,D,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,C,B,D,D,D,D,D,D,D,E,D,D,D,C,B,D,A,C,D,A,D,D,D,D,D,C,D,D,D,C,D,D,D,D,D,C,D,D,D,D
40,F,medio,centro,0.849,media,Negocios,COM,15,estabilidad_economica,0.463,0.659,C,C,C,A,E,B,B,D,D,E,B,C,C,B,B,C,B,E,D,C,D,B,C,C,D,A,D,C,B,D,A,C,B,D,B,B,D,C,C,A,E,B,C,A,C,D,C,A,B,C,C,C,C,B,E,B,E,C,C,C,B,E,C,E,C,C,C,B,A,B,D,C,E,B,E,A,C,B,C,C,D,B,E,E,E,C,A,B,E,E,C,B,E,E,E,C,B,B,D,E,E,E,B,B,E,E,A,E,B,B,D,C,D,E,E,E,E,E,D,E,E,B,E,D,E,C,E,E,E,C,A,E,C,E,C,D,C,E,E,B,E,D,E,C,E,E,A,E,D,E,E,A,D,B,E,E,E,E,E,E
41,F,alto,sur,0.79,media_baja,Oficios_Basicos,ALBANIL,21,realizacion_personal,0.806,0.708,E,C,D,A,C,B,B,D,B,E,B,C,D,D,B,D,B,D,C,A,D,B,B,C,A,C,A,C,C,D,B,A,B,A,A,C,D,C,D,A,D,C,B,D,C,A,C,D,B,D,C,B,B,B,B,B,B,C,C,A,B,A,C,E,C,C,C,B,C,B,E,C,D,B,D,A,D,D,D,C,A,A,A,A,A,A,D,A,A,A,A,A,A,D,A,C,D,A,C,D,A,C,C,A,C,C,D,E,A,A,A,D,E,B,A,A,A,D,A,A,D,B,A,B,E,E,D,E,B,D,D,C,A,A,D,A,A,A,C,A,B,D,B,C,B,A,B,A,A,A,B,B,A,A,A,A,A,D,B,C
42,M,bajo,pacifico,0.598,media_baja,Oficios_Tecnicos,TEC_SIS,17,estabilidad_economica,0.486,0.796,E,E,B,C,C,B,A,B,C,B,C,A,D,D,B,D,B,D,A,D,D,B,D,C,D,B,E,C,B,E,A,B,A,D,D,C,D,C,C,A,D,B,A,B,C,B,C,B,A,E,C,D,B,B,E,B,B,C,B,B,B,B,C,E,A,D,C,B,D,B,D,C,D,B,E,A,D,D,E,C,B,B,B,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,D,B,B,B,B,B,B,C,B,C,B,E,A,B,B,B,B,C,C,B,E,B,B,B,B,B,B,B,B,C,B,E,B,B,B,B,B,D,B,B,B,D,C,B,B,B,B,B,D,B,B,A,C,D,E,B,B,B
43,F,medio,sur,1.227,media_alta,Negocios,COM,15,estabilidad_economica,0.527,0.938,C,B,A,B,B,B,B,B,D,B,C,D,C,C,B,D,B,D,B,A,A,B,A,C,C,A,B,C,B,B,D,D,B,D,B,B,C,C,C,A,E,B,D,C,C,C,C,A,A,C,C,D,C,B,B,B,D,C,E,D,B,C,C,E,B,D,C,B,D,B,C,C,C,B,D,A,C,C,C,C,C,E,D,B,A,C,E,C,E,E,E,D,E,E,E,C,A,D,E,E,E,B,D,D,E,A,E,C,D,E,E,E,E,E,D,C,D,D,E,E,D,E,E,E,A,A,C,A,E,B,B,A,D,E,D,A,B,E,C,E,E,E,C,A,C,E,B,E,E,E,A,D,E,E,E,B,A,D,E,B
44,F,bajo,norte,0.482,media_baja,Oficios_Tecnicos,CHEF,19,empleabilidad_rapida,0.307,0.874,A,E,D,B,C,B,A,D,B,C,B,C,C,D,B,C,B,A,B,D,D,B,C,C,D,B,B,C,B,D,A,E,B,D,D,C,A,C,D,A,D,B,D,B,C,D,C,B,B,D,C,D,B,B,A,B,C,C,B,B,B,C,C,D,C,D,C,B,D,B,D,C,E,B,C,A,B,B,A,C,D,D,D,D,D,D,D,D,D,B,A,D,D,D,D,D,C,A,A,D,D,D,A,D,D,D,D,D,E,C,D,D,D,E,D,D,D,D,D,D,D,C,D,D,D,D,D,C,D,C,B,A,D,D,A,D,D,A,D,D,E,D,D,C,D,D,D,A,D,D,B,D,D,D,B,D,D,D,D,E
45,F,alto,centro,0.311,media_baja,Salud,NUT,3,impacto_social,0.671,0.664,B,D,A,B,B,B,B,D,D,B,C,B,D,B,C,D,B,A,C,E,D,B,A,C,A,A,A,C,B,D,B,E,B,D,B,B,A,C,C,A,B,B,A,D,C,E,C,B,A,D,C,D,C,B,A,B,A,C,A,B,B,A,C,B,D,D,C,C,A,B,D,C,A,B,A,A,A,C,A,C,A,E,C,A,B,E,C,C,C,C,C,C,C,C,C,C,C,D,C,A,C,C,A,B,C,C,E,C,A,B,C,C,A,C,C,C,C,D,C,C,C,B,D,C,A,C,C,B,C,D,A,C,C,E,C,C,D,C,C,D,B,C,C,C,E,C,C,C,C,C,B,C,A,B,A,D,C,C,C,C
46,M,alto,centro,0.491,media_baja,Oficios_Basicos,CHOFER,22,realizacion_personal,0.893,0.887,E,A,E,B,A,B,B,D,D,E,C,D,C,A,B,C,B,D,C,D,A,B,A,C,D,C,E,C,B,D,A,D,B,B,B,C,B,C,C,A,A,B,B,D,C,A,C,C,B,D,C,D,B,B,E,B,D,C,C,C,B,C,C,B,B,C,C,B,C,B,A,C,E,B,C,A,E,A,D,C,B,B,B,E,B,B,D,B,B,B,B,B,B,B,D,B,C,B,B,B,B,B,C,B,B,B,B,B,B,B,D,D,D,D,B,D,B,C,B,B,B,B,B,E,D,E,B,C,D,B,B,D,D,B,B,C,C,B,B,B,B,B,D,D,B,B,B,B,B,C,B,B,B,B,E,C,B,A,C,B
47,F,medio_alto,pacifico,1.158,media_alta,Negocios,ADM,11,crecimiento_profesional,0.361,0.775,B,D,D,A,B,B,A,D,B,B,D,C,C,D,B,E,B,B,C,D,A,B,C,C,D,A,D,C,B,D,B,E,B,C,A,B,A,C,A,A,B,B,B,D,C,C,C,A,B,C,C,B,C,B,A,B,D,C,E,A,B,E,C,E,A,C,C,B,D,B,C,C,D,B,E,A,A,B,D,C,A,D,E,D,A,A,E,D,A,D,C,A,A,A,B,A,A,A,A,C,A,D,A,A,C,C,C,A,C,A,A,A,A,A,D,D,E,A,B,A,A,A,B,D,A,B,A,A,C,B,A,A,A,A,C,A,A,A,D,C,A,E,C,C,A,D,A,A,A,A,A,C,D,D,A,A,C,A,A,E
48,F,medio_alto,centro,1.064,media,Ingenieria,ARQ,10,crecimiento_profesional,0.536,0.919,E,B,D,C,C,B,B,B,B,D,D,B,C,A,B,B,B,D,C,B,A,B,D,C,E,A,E,C,B,B,C,D,B,B,B,B,B,C,B,A,B,C,B,D,C,C,C,E,B,B,C,E,A,B,B,B,B,C,A,D,B,E,C,A,D,D,C,B,D,B,B,C,B,B,C,A,A,B,D,C,E,E,A,D,E,E,E,E,E,E,E,E,E,E,E,E,E,B,C,E,D,E,E,C,E,B,C,E,E,E,D,E,B,E,C,D,A,E,D,E,E,E,E,B,E,A,E,E,E,B,C,E,E,E,E,E,B,E,C,C,B,E,D,D,E,E,E,C,E,E,E,A,B,E,E,E,E,C,A,D
49,F,bajo,norte,0.323,baja,Oficios_Basicos,CHOFER,22,estabilidad_economica,0.372,0.817,E,D,D,B,C,B,D,B,E,B,E,A,B,A,A,D,A,E,C,D,D,C,D,B,E,E,E,D,E,B,B,B,D,A,B,E,D,B,D,B,E,C,D,E,C,C,A,D,C,B,E,D,B,A,E,A,B,D,C,A,D,C,D,B,C,C,B,D,D,C,A,D,D,C,C,C,D,D,A,D,E,B,B,B,B,B,B,D,B,C,D,B,B,B,A,B,D,A,B,B,C,B,B,D,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,A,B,C,B,B,B,A,D,D,B,B,B,B,B,C,B,B,E,B,D,B,E,B,B,D,B,B,B,D,B,B,B,B,B,B,B,C,B
50,M,medio,pacifico,0.4,media,Oficios_Basicos,LIMPIEZA,23,balance_vida_trabajo,0.386,0.912,E,D,D,B,C,B,B,D,B,A,C,C,D,B,B,D,B,D,D,D,D,B,D,C,C,B,B,C,B,D,B,D,A,B,C,B,E,C,C,A,D,B,D,A,C,B,C,B,A,E,C,E,C,B,D,B,D,C,E,A,B,E,C,A,B,C,C,B,E,B,E,C,B,B,D,A,D,A,E,C,A,C,C,C,C,A,C,C,D,C,C,C,C,C,D,D,B,C,C,C,C,A,A,E,C,A,D,D,C,C,C,B,C,B,C,C,E,D,C,C,D,C,D,C,C,B,C,D,C,A,C,A,C,B,C,D,C,C,C,C,B,C,C,D,C,B,C,C,C,B,C,D,C,C,B,C,C,B,C,A
51,F,medio,sur,0.665,media_baja,Ingenieria,ARQ,10,balance_vida_trabajo,0.423,0.763,E,A,C,B,C,B,A,B,D,D,B,A,C,D,C,B,B,B,B,B,A,B,D,C,E,C,B,C,C,C,D,D,A,B,B,B,B,C,B,A,D,B,B,A,C,A,C,B,B,B,C,B,B,B,D,B,B,C,B,B,B,B,C,B,C,D,C,B,E,B,B,C,B,B,B,A,E,C,A,C,B,D,E,E,E,E,D,D,E,E,D,B,D,B,D,D,B,E,E,E,E,E,E,E,E,A,E,E,E,C,C,B,E,C,B,E,E,A,D,E,E,C,A,E,E,C,E,D,D,E,B,E,D,E,C,E,B,D,B,D,D,E,A,A,A,B,E,E,C,E,E,B,B,A,E,E,D,E,E,B
52,M,medio_alto,sur,0.523,media_baja,Oficios_Tecnicos,ELEC_IND,18,estabilidad_economica,0.326,0.916,C,D,D,C,B,B,B,B,D,A,D,E,C,A,B,D,B,D,B,D,D,B,E,C,D,A,D,C,B,E,D,B,B,A,B,B,A,C,D,A,B,B,E,B,C,E,C,D,B,D,C,E,A,B,C,B,E,C,E,C,B,A,C,D,D,C,C,B,E,B,E,C,D,B,A,A,D,D,D,C,C,D,B,B,C,C,C,E,C,C,C,C,C,C,D,C,C,C,D,C,C,C,D,C,C,C,C,C,C,C,A,C,C,C,D,C,C,E,C,C,D,A,C,C,C,C,C,C,C,C,A,B,C,B,C,C,C,D,C,C,C,D,C,A,C,D,C,C,B,D,C,B,D,D,C,C,C,C,C,C
53,F,medio_alto,pacifico,1.531,alta,Ingenieria,ARQ,10,balance_vida_trabajo,0.248,0.664,A,D,D,B,C,B,B,B,B,D,A,E,C,A,B,C,B,B,A,B,A,B,D,C,B,B,C,C,B,D,B,E,B,D,B,B,B,C,C,A,B,B,B,C,C,B,C,B,B,B,C,B,B,B,B,B,B,C,B,B,B,B,C,B,A,E,C,B,A,B,B,C,D,B,E,A,B,C,D,C,A,D,C,E,E,C,E,C,E,D,E,C,B,D,E,E,E,E,E,B,E,D,D,C,E,E,E,A,E,E,E,E,E,D,C,A,A,B,E,E,D,E,E,E,E,D,E,E,D,E,E,E,B,B,B,E,C,C,E,C,E,C,E,B,E,B,C,C,D,A,B,E,E,D,B,C,E,E,C,A
54,F,medio_alto,pacifico,1.853,alta,Negocios,CONT,12,balance_vida_trabajo,0.449,0.676,E,B,E,B,B,B,B,C,B,C,C,E,C,B,B,E,B,D,B,C,D,B,E,C,D,A,C,C,B,C,A,B,B,E,D,B,D,C,D,A,A,B,D,D,C,C,C,C,B,E,C,D,B,B,C,B,E,C,D,C,B,D,C,D,B,C,C,B,C,B,C,C,D,B,A,A,C,B,D,C,B,D,B,D,B,B,E,A,E,D,C,B,B,B,A,A,B,B,C,B,B,B,B,B,B,D,B,B,B,B,B,B,E,D,E,B,C,B,C,B,B,D,B,B,B,B,D,C,D,D,A,B,B,B,B,C,C,B,B,B,B,B,B,E,C,B,B,B,B,D,B,E,C,B,B,A,B,D,B,B
55,M,bajo,sur,1.004,media,Oficios_Tecnicos,TEC_ENF,16,ayudar_familia,0.263,0.876,B,C,D,B,D,B,B,A,B,D,A,E,C,D,B,D,B,D,B,B,A,B,B,C,E,B,E,C,B,C,A,A,A,D,B,B,B,C,A,A,A,B,D,D,C,E,C,B,B,B,C,E,D,D,B,B,B,C,E,A,B,D,C,C,D,D,C,C,E,B,C,C,E,B,E,A,A,A,B,C,A,C,A,A,A,C,D,A,A,C,B,C,C,A,E,A,A,A,A,C,C,A,C,A,B,B,C,A,A,A,C,A,A,E,D,A,A,A,D,A,A,B,D,A,E,A,D,D,E,B,A,A,B,A,D,A,A,E,B,A,B,D,A,B,A,D,D,B,B,A,A,C,A,B,C,A,C,B,C,C
56,M,bajo,centro,1.351,media_alta,Oficios_Basicos,VENDEDOR,24,empleabilidad_rapida,0.475,0.69,C,D,A,B,B,B,B,E,B,A,B,B,D,D,B,D,B,D,B,B,A,B,D,C,D,B,B,C,C,B,C,E,B,B,B,B,A,C,C,A,B,B,D,A,C,A,C,D,A,D,C,B,A,B,D,B,C,C,E,A,B,C,C,B,B,D,C,B,E,B,A,C,D,B,D,A,E,A,D,C,D,D,D,D,B,D,D,D,D,E,D,E,A,D,D,C,D,B,D,D,D,D,D,B,C,C,D,D,D,E,D,C,D,D,D,D,D,E,D,B,D,C,D,A,D,D,B,D,C,D,C,D,D,D,D,D,C,D,A,D,D,D,D,C,C,C,B,D,D,D,D,D,B,D,D,E,D,D,D,C
57,M,bajo,centro,0.526,media,Oficios_Tecnicos,TEC_ENF,16,empleabilidad_rapida,0.636,0.936,C,D,D,A,B,B,B,D,B,C,A,E,D,C,B,E,B,E,D,A,D,B,A,C,D,A,D,C,C,C,A,E,A,B,A,B,B,C,C,A,B,B,D,C,C,D,C,C,B,D,C,E,D,B,D,B,E,C,C,D,B,D,C,E,C,E,C,C,E,B,C,C,E,B,D,A,D,B,D,C,A,A,A,A,B,A,A,C,D,D,A,D,C,A,A,D,A,E,A,C,C,A,A,A,C,A,D,A,A,D,A,A,D,A,A,B,A,A,C,A,A,A,E,B,A,A,A,C,A,A,A,A,C,D,A,C,A,A,A,A,D,A,D,A,B,C,C,A,A,A,D,A,B,B,A,A,C,D,A,A
58,M,bajo,sur,0.619,media,Oficios_Basicos,AYU_COCINA,25,empleabilidad_rapida,0.55,0.658,E,D,E,A,C,B,B,D,D,E,A,E,D,D,B,B,B,E,A,D,A,B,D,C,D,B,E,C,B,E,C,C,B,B,C,B,E,C,E,A,D,B,E,B,C,D,C,A,A,B,C,B,C,B,C,B,E,C,B,B,B,A,C,B,B,C,C,B,A,B,D,C,E,B,B,A,A,A,A,C,A,E,D,C,A,C,E,E,C,E,E,C,D,C,C,E,A,E,E,E,B,E,B,E,D,D,E,B,E,E,C,B,B,E,E,B,C,E,B,E,D,E,E,E,E,E,E,A,B,E,B,C,B,C,B,D,A,E,E,A,C,A,E,A,E,E,D,C,C,C,E,E,E,D,B,B,E,E,E,B
59,F,bajo,centro,0.319,baja,Oficios_Tecnicos,ELEC_IND,18,estabilidad_economica,0.65,0.888,E,B,D,C,B,A,E,D,C,C,D,E,A,E,C,D,D,D,C,A,D,D,D,D,D,E,D,B,E,D,B,D,D,A,E,C,E,B,C,B,B,C,D,E,D,E,D,A,D,D,B,D,C,B,E,C,D,D,E,E,D,E,D,D,D,A,D,D,D,B,A,A,D,C,C,E,A,D,B,D,C,D,C,A,C,C,B,B,C,C,D,D,C,A,B,C,D,C,C,C,C,C,C,C,C,B,E,C,C,C,C,C,A,C,C,C,C,C,C,C,C,B,C,D,C,D,E,C,D,E,B,C,C,D,A,C,D,C,C,C,C,C,C,C,B,D,C,D,C,C,C,C,B,C,C,A,C,C,C,D
60,M,bajo,centro,0.745,media_baja,Oficios_Tecnicos,ELEC_IND,18,estabilidad_economica,0.505,0.706,E,B,C,C,C,B,B,C,B,E,D,C,C,E,B,B,B,E,B,B,D,B,E,C,D,C,D,C,B,B,B,E,B,E,C,B,D,C,E,A,E,C,D,B,C,D,C,E,A,D,C,B,C,B,D,B,C,C,B,A,B,C,C,D,A,D,C,B,C,B,D,C,A,B,D,A,E,B,D,C,C,C,C,C,E,C,C,B,C,C,C,C,C,C,B,C,C,A,C,C,C,C,D,E,C,C,C,C,C,A,E,C,B,C,C,C,C,C,C,C,A,C,C,C,C,C,B,E,C,C,C,C,D,C,C,A,A,E,C,E,A,E,C,C,E,C,C,C,A,C,D,D,A,D,C,C,D,C,D,C
61,F,medio_alto,norte,1.58,alta,Negocios,ADM,11,crecimiento_profesional,0.317,0.742,B,A,B,A,E,B,B,A,B,B,B,C,D,E,B,D,B,D,B,D,A,B,B,C,D,A,D,C,B,A,C,C,B,A,A,B,D,C,D,A,E,B,A,A,C,C,C,C,B,E,C,E,A,B,C,B,C,C,C,B,B,C,C,E,A,C,C,B,D,B,C,C,C,B,C,A,D,C,B,C,A,A,C,B,D,A,C,B,B,D,B,C,A,B,A,A,A,C,E,C,D,D,E,B,A,E,C,D,A,A,D,A,D,D,C,D,A,B,A,A,B,B,D,D,A,C,A,A,B,D,A,C,A,D,A,A,B,A,D,D,D,C,B,A,D,A,B,D,C,A,A,E,C,D,C,C,A,A,A,D
62,F,bajo,sur,0.713,media,Oficios_Tecnicos,TEC_SIS,17,estabilidad_economica,0.424,0.894,E,E,D,C,D,B,B,B,D,A,D,C,D,A,B,B,B,D,B,C,A,B,E,C,E,A,D,C,C,D,A,C,B,C,A,B,E,C,C,A,E,B,A,A,C,C,C,A,B,E,C,B,A,B,C,B,D,C,E,C,B,D,C,A,A,D,C,B,D,B,D,C,D,B,C,A,C,B,B,C,B,E,B,A,E,B,B,C,B,B,B,B,D,D,D,A,B,B,B,E,B,D,B,B,D,B,B,B,B,B,B,B,B,E,B,B,C,B,B,B,B,B,B,B,E,B,B,B,D,B,D,B,C,B,A,E,B,C,B,B,B,B,B,D,B,B,B,B,B,A,B,B,B,E,C,D,B,D,C,B
63,M,medio,norte,0.523,media,Oficios_Basicos,LIMPIEZA,23,crecimiento_profesional,0.454,0.752,E,E,D,A,E,B,B,B,D,A,C,A,C,B,B,D,B,D,B,D,A,B,E,C,D,A,D,C,C,C,B,E,B,E,A,B,D,C,D,A,D,B,D,B,C,D,C,D,B,E,C,A,C,B,E,B,D,C,D,D,B,D,C,D,B,D,C,B,D,B,E,C,D,B,E,A,E,B,D,C,C,C,C,C,D,C,C,C,A,D,C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,B,B,C,C,C,C,B,D,A,B,C,C,A,C,C,C,C,B,B,C,B,C,C,C,C,C,C,C,C,C,B,C,C,A,B,C,A,B,C,B,E,C,C,D,C,C,D,A,C,B,B
64,F,bajo,centro,0.318,media_baja,Oficios_Basicos,VENDEDOR,24,ayudar_familia,0.511,0.849,D,D,D,A,B,B,B,D,B,E,C,E,C,D,B,D,B,D,A,C,D,B,D,C,D,B,E,C,C,D,D,E,B,A,D,C,D,C,C,A,D,B,E,D,C,E,C,A,B,D,C,E,C,B,B,B,E,C,D,B,B,D,C,B,C,B,C,B,A,B,E,C,D,B,C,A,E,B,A,C,D,B,D,D,D,C,D,D,D,D,E,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,A,D,D,D,D,A,B,D,D,D,B,D,D,B,C,B,D,E,D,C,D,D,D,D,D,D,A,D,D,C,E,D,D,A,A,C,D,B,B,D,C,D,D,B,D,D,D,D,E
65,F,medio,centro,1.003,media,Salud,PSI,2,balance_vida_trabajo,0.498,0.652,B,D,A,B,A,B,A,C,B,A,C,B,C,B,B,C,B,A,B,B,A,B,D,C,A,C,C,C,B,E,C,D,B,D,B,B,A,C,A,A,A,C,B,B,C,A,C,E,B,A,C,B,C,D,A,B,E,C,A,A,B,A,C,A,D,E,C,B,B,B,A,C,C,B,A,A,C,C,C,C,B,E,B,B,B,C,B,A,B,B,B,D,C,D,B,D,B,D,D,D,B,A,B,B,B,E,B,C,B,B,B,B,B,D,B,B,C,B,B,B,C,C,D,B,A,B,C,B,B,B,B,B,B,B,B,B,B,A,D,B,B,B,B,B,B,B,B,E,B,B,B,B,D,C,B,B,E,C,B,B
